Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank E,BrightSmile Dental,28-Oct-2024 00:00:00,Income Control Account,FDMS,£ 875.40,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,04-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 2,273.45",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608440 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,FDMS,£ 324.70,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608382 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,17-Oct-2024 00:00:00,Income Control Account,FDMS,£ 686.40,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,11-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 1,882.20",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608440 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,22-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,328.20",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608317 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,19-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 1,627.80",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,10-Sep-2024 00:00:00,Repairs and Maintenance,Anglian Dental,"£ 1,395.23",ACCPAYPAYMENT,
Bank E,BrightSmile Dental,28-Nov-2024 00:00:00,Materials,Anglian Dental,£ 286.80,ACCPAYPAYMENT,A Dec 6300 operating light len cover
Bank E,BrightSmile Dental,20-Jun-2024 00:00:00,Repairs and Maintenance,The Good Gardener,£ 129.00,ACCPAYPAYMENT,Gardening service
Bank E,BrightSmile Dental,06-Feb-2025 00:00:00,Income Control Account,FDMS,"£ 2,410.60",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,21-Aug-2024 00:00:00,Income Control Account,FDMS,£ 120.30,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608333 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,29-Apr-2024 00:00:00,Income Control Account,FDMS,"£ 2,927.40",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608382 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,21-Feb-2025 00:00:00,Income Control Account,FDMS,£ 861.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,21-Oct-2024 00:00:00,Income Control Account,FDMS,"£ 1,318.80",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608473 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,19-Feb-2025 00:00:00,Income Control Account,FDMS,£ 612.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,04-Nov-2024 00:00:00,Income Control Account,FDMS,£ 727.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,21-Jun-2024 00:00:00,Income Control Account,FDMS,£ 538.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608325 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,14-Jan-2025 00:00:00,Income Control Account,FDMS,£ 868.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608465 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,03-Jan-2025 00:00:00,Income Control Account,FDMS,"£ 2,339.20",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608440 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,FDMS,£ 456.50,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608333 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,27-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 1,041.00",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608325 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,25-Apr-2024 00:00:00,Income Control Account,FDMS,£ 568.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,12-Aug-2024 00:00:00,Income Control Account,FDMS,£ 290.50,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,30-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,224.20",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608473 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,10-Jan-2025 00:00:00,Income Control Account,FDMS,£ 877.52,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,24-Apr-2024 00:00:00,Income Control Account,FDMS,"£ 1,164.00",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,03-Apr-2024 00:00:00,Income Control Account,FDMS,£ 925.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,FDMS,£ 639.18,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608317 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,25-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 4,122.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608309 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,11-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 2,203.40",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Aug-2024 00:00:00,Repairs and Maintenance,Anglian Dental,£ 326.47,ACCPAYPAYMENT,Engineer: Lawrence Atwell
Bank E,BrightSmile Dental,14-Jan-2025 00:00:00,Equipment Leasing,BAYWATER HEALTHCARE,£ 153.08,ACCPAYPAYMENT,Baywater Healthcare - 239949
Bank E,BrightSmile Dental,22-Nov-2024 00:00:00,Materials,DD Products and Services LTD,£ 555.68,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,17-Jan-2025 00:00:00,Materials,DD Products and Services LTD,£ 801.54,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Materials,DD Products and Services LTD,£ 430.53,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,07-Feb-2025 00:00:00,Materials,DD Products and Services LTD,"£ 1,339.11",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,13-Dec-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,035.17",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,20-Dec-2024 00:00:00,Materials,DD Products and Services LTD,£ 801.54,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,15-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,526.31",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Materials,DD Products and Services LTD,"£ 1,071.30",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,20-Sep-2024 00:00:00,Materials,DD Products and Services LTD,£ 45.65,ACCPAYPAYMENT,Difference between DD working and the DD statement
Bank E,BrightSmile Dental,06-Dec-2024 00:00:00,Materials,DD Products and Services LTD,"£ 2,072.57",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,20-Sep-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,029.56",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,19-Apr-2024 00:00:00,Dale Road inter company loan account,Dale Road Dental Care,"£ 13,000.00",SPEND,TRANSFER REFERENCE DALE
Bank E,BrightSmile Dental,31-Oct-2024 00:00:00,Laboratory Fees,M & M Dental Laboratory Limited,£ 651.00,ACCPAYPAYMENT,M&M Dental Laboratory - Total Invoices 1495.00
Bank E,BrightSmile Dental,15-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,098.27",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,11-Jun-2024 00:00:00,Dale Road inter company loan account,Dale Road Dental Care,"£ 15,000.00",SPEND,
Bank E,BrightSmile Dental,24-Jan-2025 00:00:00,Materials,DD Products and Services LTD,"£ 1,358.74",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,23-Sep-2024 00:00:00,Motor Running Expenses,Fuel Card Services,£ 158.58,ACCPAYPAYMENT,Diesel
Bank E,BrightSmile Dental,20-Dec-2024 00:00:00,Materials,DD Products and Services LTD,£ 169.63,ACCPAYPAYMENT,Private
Bank E,BrightSmile Dental,29-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,020.23",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,31-Oct-2024 00:00:00,Laboratory Fees,M & M Dental Laboratory Limited,£ 77.00,ACCPAYPAYMENT,"M&M Dental Laboratory -Totall Invoices 2,237.50"
Bank E,BrightSmile Dental,13-Dec-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,695.68",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,08-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,238.36",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,08-Nov-2024 00:00:00,Dale Road inter company loan account,DD Products and Services LTD,£ 869.55,ACCPAYPAYMENT,Dale Road Oral Care Ltd
Bank E,BrightSmile Dental,31-Jan-2025 00:00:00,Materials,DD Products and Services LTD,"£ 1,031.25",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,27-Jan-2025 00:00:00,Turing Funding Loan,TURING FUNDING,"£ 5,629.57",SPEND,"DIRECT DEBIT PAYMENT TO LENDINGCROWD REF JFKQEHS-LCROWD, MANDATE NO 0304"
Bank E,BrightSmile Dental,05-Apr-2024 00:00:00,Materials,Omnimedical,£ 167.16,ACCPAYPAYMENT,Omnimedical - 5973
Bank E,BrightSmile Dental,07-Aug-2024 00:00:00,Laboratory Fees,Dental Prosthetics,£ 970.00,ACCPAYPAYMENT,A/c no. 165 - June 24
Bank E,BrightSmile Dental,27-Aug-2024 00:00:00,Turing Funding Loan,TURING FUNDING,"£ 5,629.57",SPEND,"DIRECT DEBIT PAYMENT TO LENDINGCROWD REF JFKQEHS-LCROWD, MANDATE NO 0304"
Bank E,BrightSmile Dental,17-May-2024 00:00:00,General Waste,Horsham District Council,£ 79.50,ACCPAYPAYMENT,Horsham District Council - 22108122
Bank E,BrightSmile Dental,01-May-2024 00:00:00,Materials,Omnimedical,£ 71.64,ACCPAYPAYMENT,Omnimedical - 6152
Bank E,BrightSmile Dental,01-May-2024 00:00:00,Materials,Omnimedical,£ 143.28,ACCPAYPAYMENT,Omnimedical - 6044
Bank E,BrightSmile Dental,21-Aug-2024 00:00:00,Repairs and Maintenance,Digital Dental Solutions,"£ 1,447.70",ACCPAYPAYMENT,Digital Dental Ltd - INV-16463
Bank E,BrightSmile Dental,02-Aug-2024 00:00:00,Materials,Omnimedical,£ 71.64,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,03-Jun-2024 00:00:00,Laboratory Fees,Dental Prosthetics,"£ 1,297.00",ACCPAYPAYMENT,A/c no. 165 - April 24
Bank E,BrightSmile Dental,03-Jun-2024 00:00:00,Laboratory Fees,Bridgwater Dental Laboratory,£ 867.75,ACCPAYPAYMENT,Bridgwater Dental Laboratory - I008171
Bank E,BrightSmile Dental,17-Feb-2025 00:00:00,Steyning inter company loan account,Muthana Hassan,"£ 3,600.00",ACCPAYPAYMENT,"Invoice for Sedation/Station Plaza Dental, Hastings
Total Sedation: 107

14/01/2025    Tuesday   Dr Ashkan          21 Sedation  

21/01/2025    Tuesday   Dr Ashkan          22 Sedation  

28/01/2025    Tuesday   Dr Ashkan          17 Sedation"
Bank E,BrightSmile Dental,03-May-2024 00:00:00,Laboratory Fees,,£ 38.00,ACCPAYPAYMENT,Ceramic Studios Premier - 343961
Bank E,BrightSmile Dental,08-Jun-2024 00:00:00,Materials,,£ 84.45,ACCPAYPAYMENT,trade point -1475935528
Bank E,BrightSmile Dental,03-Jun-2024 00:00:00,Laboratory Fees,,"£ 1,283.50",ACCPAYPAYMENT,Dr J Cilliers: A/c no. 34 - Feb 24
Bank E,BrightSmile Dental,01-May-2024 00:00:00,Materials,,£ 769.11,ACCPAYPAYMENT,South Cliff Dental Group - Mayfield NHS
Bank E,BrightSmile Dental,02-Jul-2024 00:00:00,Materials,,£ 231.12,ACCPAYPAYMENT,Medident - 244476
Bank E,BrightSmile Dental,17-May-2024 00:00:00,Materials,,"£ 1,209.19",ACCPAYPAYMENT,South Cliff Dental Group - Dover NHS
Bank E,BrightSmile Dental,27-Sep-2024 00:00:00,Bank E,,"-£ 13,188.51",SPEND-TRANSFER,Bank Transfer to Bank G.
Bank E,BrightSmile Dental,03-May-2024 00:00:00,Laboratory Fees,,£ 102.00,ACCPAYPAYMENT,Bridgwater Dental Laboratory - I007945
Bank E,BrightSmile Dental,28-Aug-2024 00:00:00,Bank E,,"£ 5,800.00",RECEIVE-TRANSFER,Bank Transfer from BrightSmile Dental.
Bank E,BrightSmile Dental,20-Nov-2024 00:00:00,Bank H,BSG,£ 64.80,SPEND,"TRANSFER VIA FASTER PAYMENT TO THE BUSINESS SUPPLIES REFERENCE DDC001
MargateSINV0164830610.2
MargateSINV0164944322.2
BroadstairsSINV0165448422.2
MargateSINV0165448610.2
"
Bank E,BrightSmile Dental,29-Nov-2024 00:00:00,Other office costs,AMAZON,£ 2.99,ACCPAYPAYMENT,"Masterplug Shavingadaptor_01 Electric Shaver Adaptor, 50 x 48 x 46 mm,
White"
Bank E,BrightSmile Dental,12-Mar-2025 00:00:00,"Power, Light and Heat",SSE - Gosport,"£ 2,476.56",ACCPAYPAYMENT,SSE - 8700226140
Bank E,BrightSmile Dental,04-Mar-2025 00:00:00,"Power, Light and Heat",SSE - Eastbourne (Gas),£ 408.16,ACCPAYPAYMENT,Invoice period 31/12/2024 to 30/01/2025
Bank E,BrightSmile Dental,01-Nov-2024 00:00:00,Telecommunications,Yo network Services - YO23081813LT,£ 192.00,ACCPAYPAYMENT,"Yo Network - YO23081813LT- 325868
"
Bank E,BrightSmile Dental,09-Mar-2025 00:00:00,Bewbush Dental Care Limited Intercompany,DENTAL SKY WHOLESALER,£ 299.64,ACCPAYPAYMENT,"STD DT-1 Imaging Plates For PSPIX 1, Digora & Scan eXam"
Bank E,BrightSmile Dental,20-Nov-2024 00:00:00,Cleaning,BSG,£ 10.20,ACCPAYPAYMENT,2 Ply white 200 sheet toilet roll
Bank E,BrightSmile Dental,18-Dec-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT," Copier Paper A4 White Ream Wrapped (Pack of 2500) WX01087 
"
Bank E,BrightSmile Dental,23-Sep-2024 00:00:00,Cleaning,BSG,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank E,BrightSmile Dental,01-Nov-2024 00:00:00,Rates - Head office,Crawley Borough Council,"£ 36,582.00",ACCPAYPAYMENT,Charge For Period 01.04.24 - 31.03.25 - invoice dated 06.03.24
Bank E,BrightSmile Dental,06-Jun-2024 00:00:00,Card Processing Fees,Dojo,£ 435.80,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,25-Apr-2024 00:00:00,Computer Running Costs,Software Of Excellence,£ 394.22,ACCPAYPAYMENT,"Software Of Excellence - 
UKGEY02"
Bank E,BrightSmile Dental,14-Mar-2025 00:00:00,Associate Accrual,POOJA ENNAZHIYIL DINESAN,"£ 1,219.50",SPEND,TRANSFER VIA FASTER PAYMENT TO POOJA ENNAZHIYIL DINESAN REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,16-Dec-2024 00:00:00,Associate Accrual,ALENA E VARGHESEE,"£ 1,863.82",SPEND,TRANSFER VIA FASTER PAYMENT TO ALENA E VARGHESEE REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,16-Nov-2024 00:00:00,Associate Accrual,AISWARYA CHACKO,"£ 12,890.60",SPEND,TRANSFER VIA FASTER PAYMENT TO AISWARYA CHACKO REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Associate Accrual,Oyees Vaid,"£ 3,614.76",SPEND,"BILL PAYMENT VIA FASTER PAYMENT TO OYEES VAID REFERENCE ASSOCIATE PAY , MANDATE NO MPG"
Bank E,BrightSmile Dental,16-Dec-2024 00:00:00,Associate Accrual,KAPS HEALTH CARE LTD,"£ 12,079.89",SPEND,TRANSFER VIA FASTER PAYMENT TO KAPS HEALTH CARE LTD REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Associate Accrual,SEDEF DIS LIMITED,"£ 2,561.40",SPEND,"BILL PAYMENT VIA FASTER PAYMENT TO SEDEF DIS LIMITED REFERENCE ASSOCIATE PAY , MANDATE NO MPG"
Bank E,BrightSmile Dental,28-Feb-2025 00:00:00,Staff Reimbursement,DABEER AH,£ 30.68,SPEND,TRANSFER VIA FASTER PAYMENT TO DABEER AH REFERENCE REIMBURSEMENT
Bank E,BrightSmile Dental,15-Aug-2024 00:00:00,Associate Accrual,Po Jen Huang,"£ 1,506.60",SPEND,
Bank E,BrightSmile Dental,15-Jan-2025 00:00:00,Associate Accrual,GAUTHAMI MURALIDHARAN,"£ 1,237.50",SPEND,TRANSFER VIA FASTER PAYMENT TO GAUTHAMI MURALIDHARAN NAIR REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 5.00,ACCRECPAYMENT,"Non-Superannuable Deductions
Statutory Levy England"
Bank E,BrightSmile Dental,05-Aug-2024 00:00:00,Wages and salaries control,POPPIE GILLETT,"£ 1,349.24",SPEND,
Bank E,BrightSmile Dental,27-Aug-2024 00:00:00,Computer Running Costs,Henry Schein One,£ 660.28,SPEND,GG - Please reconcile as per the previous invoices. As soon as we will receive the invoice copy will attach there.
Bank E,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717408572330 FROM A RATKE
Bank E,BrightSmile Dental,13-Jan-2025 00:00:00,Income Control Account,American Express,£ 291.36,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420975328 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,07-Jun-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717777629793 FROM SAUNDERS N
Bank E,BrightSmile Dental,22-Oct-2024 00:00:00,Income Control Account,ATOA,£ 116.70,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1729585241154 FROM SMEU A
Bank E,BrightSmile Dental,03-Mar-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1740999005719 FROM TATTON PHILIP R
Bank E,BrightSmile Dental,11-Jun-2024 00:00:00,Income Control Account,ATOA,£ 110.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718094651114 FROM GREEN PAULA G
Bank E,BrightSmile Dental,03-Apr-2024 00:00:00,Income Control Account,ATOA,£ 25.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1712149536055 FROM EDWARDS P&K
Bank E,BrightSmile Dental,19-Sep-2024 00:00:00,Income Control Account,American Express,£ 52.58,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420950206 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,11-Jul-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1720687929308 FROM MCCUE ALEXANDRA E
Bank E,BrightSmile Dental,29-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1714396992886 FROM CRISP SUSAN M
Bank E,BrightSmile Dental,24-Sep-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1727185620575 FROM MISS HANNAH GILMORE
Bank E,BrightSmile Dental,19-Jul-2024 00:00:00,Income Control Account,ATOA,£ 80.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1721405065661 FROM GROVES NATALIE S
Bank E,BrightSmile Dental,22-Apr-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1713776223132 FROM CLARE BERNARD
Bank E,BrightSmile Dental,07-May-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1715061587215 FROM ROSE JM
Bank E,BrightSmile Dental,07-Feb-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1738940074416 FROM MR PIETRO TOMMASO CASATI KUYATH
Bank E,BrightSmile Dental,14-Oct-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420975328 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,02-Feb-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1738501107882 FROM BLACKBURN B
Bank E,BrightSmile Dental,03-Dec-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1733216319928 FROM VACHER-SADD JOSHUA W
Bank E,BrightSmile Dental,14-May-2024 00:00:00,General Waste,BUSINESS WASTE LTD,£ 72.58,ACCPAYPAYMENT,Business Waste - Service Provided for June Month P1383383
Bank E,BrightSmile Dental,20-Jan-2025 00:00:00,Materials,MEDIDENT,£ 37.87,ACCPAYPAYMENT,General Supply
Bank E,BrightSmile Dental,11-Jun-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718094301930 FROM WEBB D
Bank E,BrightSmile Dental,22-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1713779101136 FROM REBECCA SAUNDERS
Bank E,BrightSmile Dental,05-Apr-2024 00:00:00,Income Control Account,ATOA,£ 53.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1712322076751 FROM HOLMES AARON R
Bank E,BrightSmile Dental,24-Feb-2025 00:00:00,Income Control Account,American Express,£ 405.74,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420975328 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,07-Jan-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1736273172849 FROM MAZUR J
Bank E,BrightSmile Dental,03-Jan-2025 00:00:00,Income Control Account,American Express,£ 72.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420914293 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,26-Feb-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1740586781146 FROM MRS SUSAN MARILYN BAUMGARDT
Bank E,BrightSmile Dental,18-Sep-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1726664564903 FROM MRS ELIZAVETA WHITMORE
Bank E,BrightSmile Dental,15-Aug-2024 00:00:00,Income Control Account,ATOA,£ 96.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1723718954259 FROM I AVERY
Bank E,BrightSmile Dental,10-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,
Bank E,BrightSmile Dental,15-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1713188037921 FROM PUTTICK DANIEL L
Bank E,BrightSmile Dental,29-Jul-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1722246180534 FROM A BETTS
Bank E,BrightSmile Dental,02-Jun-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717316096865 FROM GC + IC BORD
Bank E,BrightSmile Dental,10-Jan-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1736507463105 FROM C PATTENDEN
Bank E,BrightSmile Dental,21-Jun-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718978584699 FROM HAWKINS B A/ADGD
Bank E,BrightSmile Dental,19-Aug-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1724075042081 FROM JANICKA C
Bank E,BrightSmile Dental,10-Jun-2024 00:00:00,Income Control Account,ATOA,£ 153.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718028289857 FROM JADE BODIAM
Bank E,BrightSmile Dental,23-Oct-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1729632887750 FROM M NIKOLOVA
Bank E,BrightSmile Dental,19-Feb-2025 00:00:00,Income Control Account,American Express,£ 147.15,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420964959 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,09-Sep-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7126789569 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,26-Nov-2024 00:00:00,Laboratory Fees,XR Mouth guards,£ 215.00,ACCPAYPAYMENT,Night guard
Bank E,BrightSmile Dental,21-Jun-2024 00:00:00,Laboratory Fees,Sheppey Dental Lab,"£ 1,732.00",ACCPAYPAYMENT,Sheppey Dental Lab - I001729
Bank E,BrightSmile Dental,31-Mar-2025 00:00:00,Laboratory Fees,Sheppey Dental Lab,£ 317.00,ACCPAYPAYMENT,Lab fees - Feb 25
